              datasetid  iteration         time   gevals         F
        splice_0.1_0.01       94.0     1.590387     95.0  0.505879
         sonar_0.1_0.01        inf          inf      inf  0.280384
     svmguide1_0.1_0.01      448.0     7.569038    449.0  0.593795
     svmguide3_0.1_0.01    10877.0   203.775419  10878.0  0.514911
           w8a_0.1_0.01     6283.0   264.128903   6284.0  0.225432
           a9a_0.3_0.01     5837.0   211.855140   5838.0  0.366668
    australian_0.3_0.01      669.0    10.655518    670.0  0.635921
 breast_cancer_0.3_0.01     3106.0    54.346131   3107.0  0.119695
  colon_cancer_0.3_0.01        inf          inf      inf  0.073827
          duke_0.3_0.01        inf          inf      inf  0.057715
  german_numer_0.3_0.01     1906.0    35.256759   1907.0  0.482090
         heart_0.3_0.01        inf          inf      inf  0.544009
        ijcnn1_0.3_0.01     1260.0    37.263510   1261.0  0.241651
    ionosphere_0.3_0.01     3420.0    67.352032   3421.0  0.360701
           leu_0.3_0.01        inf          inf      inf  0.054462
     mushrooms_0.3_0.01    32876.0  1067.355128  32877.0  0.072264
      phishing_0.3_0.01        inf          inf      inf  0.196469
        splice_0.3_0.01       91.0     1.835074     92.0  0.508762
         sonar_0.3_0.01        inf          inf      inf  0.302614
     svmguide1_0.3_0.01      448.0     7.550966    449.0  0.593795
     svmguide3_0.3_0.01     9522.0   194.725201   9523.0  0.527165
           w8a_0.3_0.01     7767.0   439.201736   7768.0  0.246314
           a9a_0.5_0.01     6963.0   291.407562   6964.0  0.368833
    australian_0.5_0.01      670.0    11.167910    671.0  0.635956
 breast_cancer_0.5_0.01     2602.0    47.519804   2603.0  0.121640
  colon_cancer_0.5_0.01        inf          inf      inf  0.073983
          duke_0.5_0.01        inf          inf      inf  0.059433
  german_numer_0.5_0.01     1892.0    38.542792   1893.0  0.483284
         heart_0.5_0.01        inf          inf      inf  0.540988
        ijcnn1_0.5_0.01     1342.0    40.786920   1343.0  0.242286
    ionosphere_0.5_0.01     4162.0    89.846226   4163.0  0.355765
           leu_0.5_0.01        inf          inf      inf  0.053688
     mushrooms_0.5_0.01    46746.0  1835.112646  46747.0  0.074061
      phishing_0.5_0.01        inf          inf      inf  0.197008
        splice_0.5_0.01       91.0     2.034531     92.0  0.510237
         sonar_0.5_0.01        inf          inf      inf  0.302613
     svmguide1_0.5_0.01      448.0     7.750802    449.0  0.593795
     svmguide3_0.5_0.01     6537.0   139.874923   6538.0  0.525766
           w8a_0.5_0.01     6715.0   462.940852   6716.0  0.245185
